Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Seychelles,1987,All genders,15-24 year olds,Percent,97.64998618
Seychelles,1987,Female,15-24 year olds,Percent,98.46446528
Sierra Leone,2012,Female,15-24 year olds,Percent,53.82065
Sierra Leone,2012,All genders,15-24 year olds,Percent,62.71661
Sierra Leone,2012,Male,15-24 year olds,Percent,71.63672
Sierra Leone,2004,All genders,15-24 year olds,Percent,47.92760841
Sierra Leone,2004,Female,15-24 year olds,Percent,37.35751851
Sierra Leone,2004,Male,15-24 year olds,Percent,59.61424877
Singapore,2012,Female,15-24 year olds,Percent,99.84381101
Singapore,2012,Male,15-24 year olds,Percent,99.84785089
Singapore,2012,All genders,15-24 year olds,Percent,99.84585742
Singapore,2011,All genders,15-24 year olds,Percent,99.82384028
Singapore,2011,Male,15-24 year olds,Percent,99.88403556
Singapore,2011,Female,15-24 year olds,Percent,99.80174465
Singapore,2010,Female,15-24 year olds,Percent,99.7666672
Singapore,2010,Male,15-24 year olds,Percent,99.73789066
Singapore,2010,All genders,15-24 year olds,Percent,99.75182479
Singapore,2000,All genders,15-24 year olds,Percent,99.50459911
Singapore,2000,Male,15-24 year olds,Percent,99.40999472
Singapore,2000,Female,15-24 year olds,Percent,99.60451274
Singapore,1990,Female,15-24 year olds,Percent,99.08436354
Singapore,1990,All genders,15-24 year olds,Percent,98.96670215
Singapore,1990,Male,15-24 year olds,Percent,98.85512082
Singapore,1980,Male,15-24 year olds,Percent,96.40878473
Singapore,1980,All genders,15-24 year olds,Percent,96.28811608
Singapore,1980,Female,15-24 year olds,Percent,96.15953621
Slovenia,2012,Female,15-24 year olds,Percent,99.902
Slovenia,2012,All genders,15-24 year olds,Percent,99.85276
Slovenia,2012,Male,15-24 year olds,Percent,99.80696
Slovenia,2004,All genders,15-24 year olds,Percent,99.82676
Slovenia,2004,Female,15-24 year olds,Percent,99.86676
Slovenia,2004,Male,15-24 year olds,Percent,99.78856
Slovenia,1991,Male,15-24 year olds,Percent,99.73696648
Slovenia,1991,Female,15-24 year olds,Percent,99.7790094
Slovenia,1991,All genders,15-24 year olds,Percent,99.75773666
Solomon Islands,1999,All genders,15-24 year olds,Percent,85
Solomon Islands,1999,Male,15-24 year olds,Percent,90
Solomon Islands,1999,Female,15-24 year olds,Percent,80
South Africa,2012,Female,15-24 year olds,Percent,99.27070909
South Africa,2012,All genders,15-24 year olds,Percent,98.88204097
South Africa,2012,Male,15-24 year olds,Percent,98.4965465
South Africa,2011,All genders,15-24 year olds,Percent,98.78965515
South Africa,2011,Male,15-24 year olds,Percent,98.43063818
South Africa,2011,Female,15-24 year olds,Percent,99.15213652
South Africa,2010,Female,15-24 year olds,Percent,98.90136541
South Africa,2010,All genders,15-24 year olds,Percent,98.64412819
South Africa,2010,Male,15-24 year olds,Percent,98.38871944
South Africa,2009,Male,15-24 year olds,Percent,97.91520382
South Africa,2009,All genders,15-24 year olds,Percent,98.36508535
South Africa,2009,Female,15-24 year olds,Percent,98.81739982
South Africa,2007,Female,15-24 year olds,Percent,98.09211403
South Africa,2007,All genders,15-24 year olds,Percent,97.57077506
South Africa,2007,Male,15-24 year olds,Percent,97.04517982
South Africa,1996,All genders,15-24 year olds,Percent,93.90514991
South Africa,1996,Male,15-24 year olds,Percent,93.49841007
South Africa,1996,Female,15-24 year olds,Percent,94.28854378
South Africa,1980,Male,15-24 year olds,Percent,85.34620182
South Africa,1980,Female,15-24 year olds,Percent,84.97325648
South Africa,1980,All genders,15-24 year olds,Percent,85.16585343
Spain,2012,Female,15-24 year olds,Percent,99.70572367
Spain,2012,All genders,15-24 year olds,Percent,99.67277802
Spain,2012,Male,15-24 year olds,Percent,99.64105228
Spain,2011,Male,15-24 year olds,Percent,99.65464843
Spain,2011,All genders,15-24 year olds,Percent,99.69939644
Spain,2011,Female,15-24 year olds,Percent,99.74597393
Spain,2010,Female,15-24 year olds,Percent,99.68635896
Spain,2010,All genders,15-24 year olds,Percent,99.59463173
Spain,2010,Male,15-24 year olds,Percent,99.50677069
Spain,2009,Male,15-24 year olds,Percent,99.63875348
Spain,2009,All genders,15-24 year olds,Percent,99.59900196
Spain,2009,Female,15-24 year olds,Percent,99.55732019
Spain,2008,Female,15-24 year olds,Percent,99.60260761
Spain,2008,All genders,15-24 year olds,Percent,99.56430812
Spain,2008,Male,15-24 year olds,Percent,99.52782032
Spain,2007,Male,15-24 year olds,Percent,99.5800084
Spain,2007,All genders,15-24 year olds,Percent,99.56933678
Spain,2007,Female,15-24 year olds,Percent,99.55810871
Spain,2005,Female,15-24 year olds,Percent,99.50208502
Spain,2005,All genders,15-24 year olds,Percent,99.53779475
Spain,2005,Male,15-24 year olds,Percent,99.5716902
Spain,1991,Male,15-24 year olds,Percent,99.54004999
Spain,1991,All genders,15-24 year olds,Percent,99.55456116
Spain,1991,Female,15-24 year olds,Percent,99.56967946
Spain,1981,All genders,15-24 year olds,Percent,98.6419492
Spain,1981,Male,15-24 year olds,Percent,98.64133357
Spain,1981,Female,15-24 year olds,Percent,98.64258043
Sri Lanka,2010,Male,15-24 year olds,Percent,97.68653757
Sri Lanka,2010,Female,15-24 year olds,Percent,98.58897215
Sri Lanka,2010,All genders,15-24 year olds,Percent,98.1579253
Sri Lanka,2008,All genders,15-24 year olds,Percent,97.98180225
Sri Lanka,2008,Female,15-24 year olds,Percent,98.58609792
Sri Lanka,2008,Male,15-24 year olds,Percent,97.33250608
Sri Lanka,2006,Male,15-24 year olds,Percent,97.0270818
Sri Lanka,2006,All genders,15-24 year olds,Percent,97.48406367
Sri Lanka,2006,Female,15-24 year olds,Percent,97.93921435
Sri Lanka,2001,Female,15-24 year olds,Percent,96.1211113
Sri Lanka,2001,All genders,15-24 year olds,Percent,95.58863269
Sri Lanka,2001,Male,15-24 year olds,Percent,95.06528849
Sri Lanka,1981,Male,15-24 year olds,Percent,91.87976546
Sri Lanka,1981,All genders,15-24 year olds,Percent,91.0433435
Sri Lanka,1981,Female,15-24 year olds,Percent,90.19226616
Sudan,2012,Male,15-24 year olds,Percent,90.31431
Sudan,2012,All genders,15-24 year olds,Percent,87.91188
Sudan,2012,Female,15-24 year olds,Percent,85.45938
Sudan,2000,Female,15-24 year olds,Percent,72.33138239
Sudan,2000,All genders,15-24 year olds,Percent,78.15558788
Sudan,2000,Male,15-24 year olds,Percent,85.69495806
Suriname,2010,All genders,15-24 year olds,Percent,98.37664295
Suriname,2010,Female,15-24 year olds,Percent,98.80215427
Suriname,2010,Male,15-24 year olds,Percent,97.97273475
Suriname,2008,Female,15-24 year olds,Percent,99.4597761
Suriname,2008,Male,15-24 year olds,Percent,99.37585629
Suriname,2008,All genders,15-24 year olds,Percent,99.41641892
Suriname,2004,All genders,15-24 year olds,Percent,94.88114062
Suriname,2004,Male,15-24 year olds,Percent,95.61588309
Suriname,2004,Female,15-24 year olds,Percent,94.13903628
Swaziland,2010,Female,15-24 year olds,Percent,94.74848589
Swaziland,2010,Male,15-24 year olds,Percent,92.18741711
Swaziland,2010,All genders,15-24 year olds,Percent,93.50229982
Swaziland,2000,All genders,15-24 year olds,Percent,91.86324465
Swaziland,2000,Male,15-24 year olds,Percent,90.69414591
Swaziland,2000,Female,15-24 year olds,Percent,92.94363833
Swaziland,1986,Female,15-24 year olds,Percent,84.29759969
Swaziland,1986,All genders,15-24 year olds,Percent,83.74823651
Swaziland,1986,Male,15-24 year olds,Percent,83.08649289
Swaziland,1976,Male,15-24 year olds,Percent,76.08308145
Swaziland,1976,All genders,15-24 year olds,Percent,75.45244236
Swaziland,1976,Female,15-24 year olds,Percent,74.97966456
Syrian Arab Republic,2012,Female,15-24 year olds,Percent,94.48727
Syrian Arab Republic,2012,Male,15-24 year olds,Percent,96.57641
Syrian Arab Republic,2012,All genders,15-24 year olds,Percent,95.56499
Syrian Arab Republic,2004,All genders,15-24 year olds,Percent,92.45381179
Syrian Arab Republic,2004,Male,15-24 year olds,Percent,94.60731035
Syrian Arab Republic,2004,Female,15-24 year olds,Percent,90.21857781
Syrian Arab Republic,2002,Female,15-24 year olds,Percent,92.96355264
Syrian Arab Republic,2002,All genders,15-24 year olds,Percent,95.18883216
Syrian Arab Republic,2002,Male,15-24 year olds,Percent,97.14406544
Syrian Arab Republic,1981,Male,15-24 year olds,Percent,88.83198414
Syrian Arab Republic,1981,All genders,15-24 year olds,Percent,74.27640329
Syrian Arab Republic,1981,Female,15-24 year olds,Percent,59.01689032
Tajikistan,2012,Male,15-24 year olds,Percent,99.85813
Tajikistan,2012,Female,15-24 year olds,Percent,99.88239
Tajikistan,2012,All genders,15-24 year olds,Percent,99.87011
Tajikistan,2000,All genders,15-24 year olds,Percent,99.84706266
Tajikistan,2000,Male,15-24 year olds,Percent,99.84442804
Tajikistan,2000,Female,15-24 year olds,Percent,99.84971787
Tajikistan,1989,Female,15-24 year olds,Percent,99.67125177
Tajikistan,1989,All genders,15-24 year olds,Percent,99.70358078
Tajikistan,1989,Male,15-24 year olds,Percent,99.73645323
Thailand,2010,Male,15-24 year olds,Percent,96.64254632
Thailand,2010,All genders,15-24 year olds,Percent,96.59757476
Thailand,2010,Female,15-24 year olds,Percent,96.55204396
Thailand,2005,Female,15-24 year olds,Percent,97.87892989
Thailand,2005,Male,15-24 year olds,Percent,98.21680556
Thailand,2005,All genders,15-24 year olds,Percent,98.05091408
Thailand,2000,All genders,15-24 year olds,Percent,97.97538629
Thailand,2000,Male,15-24 year olds,Percent,98.09989085
Thailand,2000,Female,15-24 year olds,Percent,97.84793482
Thailand,1980,Female,15-24 year olds,Percent,96.17220362
Thailand,1980,All genders,15-24 year olds,Percent,96.86734947
Thailand,1980,Male,15-24 year olds,Percent,97.57081505
The former Yugoslav Republic of Macedonia,2012,Female,15-24 year olds,Percent,98.48736
The former Yugoslav Republic of Macedonia,2012,Male,15-24 year olds,Percent,98.7972
The former Yugoslav Republic of Macedonia,2012,All genders,15-24 year olds,Percent,98.64628
The former Yugoslav Republic of Macedonia,2002,Female,15-24 year olds,Percent,98.48539193
The former Yugoslav Republic of Macedonia,2002,Male,15-24 year olds,Percent,98.98544358
The former Yugoslav Republic of Macedonia,2002,All genders,15-24 year olds,Percent,98.74269551
The former Yugoslav Republic of Macedonia,1994,All genders,15-24 year olds,Percent,98.86116509
The former Yugoslav Republic of Macedonia,1994,Male,15-24 year olds,Percent,99.14446268
The former Yugoslav Republic of Macedonia,1994,Female,15-24 year olds,Percent,98.5668748
Timor-Leste,2010,Female,15-24 year olds,Percent,78.56843582
Timor-Leste,2010,Male,15-24 year olds,Percent,80.48975532
Timor-Leste,2010,All genders,15-24 year olds,Percent,79.52868353
Togo,2011,All genders,15-24 year olds,Percent,79.88590713
Togo,2011,Male,15-24 year olds,Percent,86.91667539
Togo,2011,Female,15-24 year olds,Percent,72.70812034
Togo,2009,Female,15-24 year olds,Percent,74.55535452
Togo,2009,Male,15-24 year olds,Percent,87.62799964
Togo,2009,All genders,15-24 year olds,Percent,81.7359871
Togo,2006,Male,15-24 year olds,Percent,84.85531785
Togo,2006,All genders,15-24 year olds,Percent,76.45293697
Togo,2006,Female,15-24 year olds,Percent,67.92369953
Togo,2000,Female,15-24 year olds,Percent,63.55485232
Togo,2000,All genders,15-24 year olds,Percent,74.43957115
Togo,2000,Male,15-24 year olds,Percent,83.78623188
Tonga,2011,Male,15-24 year olds,Percent,99.36657131
Tonga,2011,All genders,15-24 year olds,Percent,99.43703086
Tonga,2011,Female,15-24 year olds,Percent,99.51042997
Tonga,2006,Female,15-24 year olds,Percent,99.55503761
Tonga,2006,Male,15-24 year olds,Percent,99.30216329
Tonga,2006,All genders,15-24 year olds,Percent,99.42475603
Tonga,1996,All genders,15-24 year olds,Percent,99.30874387
Tonga,1996,Female,15-24 year olds,Percent,99.35449735
Tonga,1996,Male,15-24 year olds,Percent,99.26522396
Tonga,1976,Male,15-24 year olds,Percent,99.84105359
Tonga,1976,Female,15-24 year olds,Percent,99.7962852
Tonga,1976,All genders,15-24 year olds,Percent,99.8192736
Trinidad and Tobago,2012,All genders,15-24 year olds,Percent,99.57905
Trinidad and Tobago,2012,Male,15-24 year olds,Percent,99.57079
Trinidad and Tobago,2012,Female,15-24 year olds,Percent,99.5875
Trinidad and Tobago,2004,Female,15-24 year olds,Percent,99.49773
Trinidad and Tobago,2004,Male,15-24 year olds,Percent,99.48472
Trinidad and Tobago,2004,All genders,15-24 year olds,Percent,99.49116
Trinidad and Tobago,1990,All genders,15-24 year olds,Percent,99.3
Trinidad and Tobago,1990,Female,15-24 year olds,Percent,99.3
Trinidad and Tobago,1990,Male,15-24 year olds,Percent,99.3
Trinidad and Tobago,1980,Male,15-24 year olds,Percent,99.19503606
Trinidad and Tobago,1980,Female,15-24 year olds,Percent,99.24355777
Trinidad and Tobago,1980,All genders,15-24 year olds,Percent,99.21940224
Tunisia,2011,All genders,15-24 year olds,Percent,97.3044449
Tunisia,2011,Male,15-24 year olds,Percent,98.23632634
Tunisia,2011,Female,15-24 year olds,Percent,96.31759092
Tunisia,2010,Female,15-24 year olds,Percent,96.09355991
Tunisia,2010,Male,15-24 year olds,Percent,98.21085292
Tunisia,2010,All genders,15-24 year olds,Percent,97.17172315
Tunisia,2008,All genders,15-24 year olds,Percent,96.79425729
Tunisia,2008,Male,15-24 year olds,Percent,98.13430508
Tunisia,2008,Female,15-24 year olds,Percent,95.78643535
Tunisia,2007,Female,15-24 year olds,Percent,94.72457125
Tunisia,2007,Male,15-24 year olds,Percent,97.83990688
Tunisia,2007,All genders,15-24 year olds,Percent,96.29968896
Tunisia,2004,All genders,15-24 year olds,Percent,94.33898305
Tunisia,2004,Male,15-24 year olds,Percent,96.39501438
Tunisia,2004,Female,15-24 year olds,Percent,92.2407045
Tunisia,1994,Female,15-24 year olds,Percent,75.09971
Tunisia,1994,Male,15-24 year olds,Percent,90.3801
Tunisia,1994,All genders,15-24 year olds,Percent,82.84604
Tunisia,1984,All genders,15-24 year olds,Percent,74.28412226
Tunisia,1984,Male,15-24 year olds,Percent,85.74456952
Tunisia,1984,Female,15-24 year olds,Percent,62.52323452
Turkey,2012,Male,15-24 year olds,Percent,99.59050494
Turkey,2012,Female,15-24 year olds,Percent,98.41264794
Turkey,2012,All genders,15-24 year olds,Percent,99.01601967
Turkey,2011,All genders,15-24 year olds,Percent,98.70935365
Turkey,2011,Male,15-24 year olds,Percent,99.44670284
Turkey,2011,Female,15-24 year olds,Percent,97.93629909
Turkey,2010,Female,15-24 year olds,Percent,97.19732573
Turkey,2010,Male,15-24 year olds,Percent,99.21415988
Turkey,2010,All genders,15-24 year olds,Percent,98.22458535
Turkey,2009,All genders,15-24 year olds,Percent,97.8074689
Turkey,2009,Male,15-24 year olds,Percent,99.01895668
Turkey,2009,Female,15-24 year olds,Percent,96.5701932
Turkey,2007,Female,15-24 year olds,Percent,94.28914423
Turkey,2007,Male,15-24 year olds,Percent,98.58455882
Turkey,2007,All genders,15-24 year olds,Percent,96.36234584
Turkey,2006,All genders,15-24 year olds,Percent,96.1815026
Turkey,2006,Male,15-24 year olds,Percent,98.36595745
Turkey,2006,Female,15-24 year olds,Percent,94.11953728
Turkey,2005,Female,15-24 year olds,Percent,93.96015936
Turkey,2005,All genders,15-24 year olds,Percent,96.11855461
Turkey,2005,Male,15-24 year olds,Percent,98.36092715
Turkey,2004,Male,15-24 year olds,Percent,98.02444333
Turkey,2004,All genders,15-24 year olds,Percent,95.60349759
Turkey,2004,Female,15-24 year olds,Percent,93.29501916
Turkey,1990,Female,15-24 year olds,Percent,88.38578517
Turkey,1990,Male,15-24 year olds,Percent,96.57076598
Turkey,1990,All genders,15-24 year olds,Percent,92.54366013
Turkey,1985,All genders,15-24 year olds,Percent,90.90142427
Turkey,1985,Male,15-24 year olds,Percent,95.68403914
Turkey,1985,Female,15-24 year olds,Percent,85.96097276
Turkey,1980,Female,15-24 year olds,Percent,75.23798019
Turkey,1980,All genders,15-24 year olds,Percent,84.69107924
Turkey,1980,Male,15-24 year olds,Percent,93.62197998
Turkey,1975,Male,15-24 year olds,Percent,90.75405297
Turkey,1975,All genders,15-24 year olds,Percent,80.05492235
Turkey,1975,Female,15-24 year olds,Percent,68.25334938
Turkmenistan,2012,Female,15-24 year olds,Percent,99.8952
Turkmenistan,2012,All genders,15-24 year olds,Percent,99.83275
Turkmenistan,2012,Male,15-24 year olds,Percent,99.77127
Turkmenistan,1995,All genders,15-24 year olds,Percent,99.81041992
Turkmenistan,1995,Male,15-24 year olds,Percent,99.80790705
Turkmenistan,1995,Female,15-24 year olds,Percent,99.81292798
Uganda,2010,Male,15-24 year olds,Percent,89.63518814
Uganda,2010,Female,15-24 year olds,Percent,85.47146399
Uganda,2010,All genders,15-24 year olds,Percent,87.40882894
Uganda,2006,All genders,15-24 year olds,Percent,84.06564795
Uganda,2006,Male,15-24 year olds,Percent,87.26584862
Uganda,2006,Female,15-24 year olds,Percent,81.12965076
Uganda,2002,Female,15-24 year olds,Percent,76.17909744
Uganda,2002,Male,15-24 year olds,Percent,85.9575765
Uganda,2002,All genders,15-24 year olds,Percent,80.79115687
Uganda,1991,All genders,15-24 year olds,Percent,69.80078724
Uganda,1991,Female,15-24 year olds,Percent,63.12382748
Uganda,1991,Male,15-24 year olds,Percent,77.22388361
Ukraine,2012,Female,15-24 year olds,Percent,99.81318
Ukraine,2012,All genders,15-24 year olds,Percent,99.77241
Ukraine,2012,Male,15-24 year olds,Percent,99.73348
Ukraine,2001,Male,15-24 year olds,Percent,99.77623836
Ukraine,2001,All genders,15-24 year olds,Percent,99.80485515
